,x,y,x_,y_,f
0,-0.44255177571339804,-0.1915915704715881,-0.5243737521186593,-0.20261165067850154,0.06506562789317415
1,-0.4936872364285205,-0.228585946693478,-0.39778683826369726,0.09412017474361242,0.20944471346923457
2,-0.480600283684734,-0.14652270269657064,-0.3824606996068991,-0.2019016634918119,0.9805735049932512
3,-0.28807006402262514,-0.14093816508295742,-0.575621458671434,0.034412127613360266,0.20214746442709663
4,-0.40267980705574913,-0.06771893658222854,-0.3867605224905583,-0.3880091151316407,0.1369875660950802
5,-0.365852002788729,-0.3368660691223462,-0.4149281141706603,-0.06617246864403076,0.844686650000018
6,-0.4488603609169974,-0.12724650116754693,-0.6323560231014679,-0.26941766970471753,0.4544190542711669
7,-0.5069574193233443,-0.04206205222427217,-0.6359884772662541,-0.22044817869720607,0.26853627425460735
8,-0.5315656836768625,-0.012945682963614924,-0.5348937145814134,-0.0829375087858087,0.9854795977265703
9,-0.5572246206957753,-0.03932655665142025,-0.4346067395259775,-0.015344711348198758,0.028656074225773768
10,-0.48864501035701197,-0.2072015378333586,-0.3393122935290416,-0.15753045364556023,0.4998212194720818
11,-0.46882357691072196,-0.31431393142296327,-0.4625802443122669,-0.2518195901745701,0.8066336081692955
12,-0.46622731313352206,-0.14613312212337132,-0.34730342182860496,-0.10533206082201872,0.6558293892794155
13,-0.6004593551571968,-0.10755201624124089,-0.3376830079643597,-0.13203941281803702,0.0636947732974586
14,-0.5981892409684145,-0.26180568643827506,-0.6389075372893244,-0.1324099164022064,0.738838870757489
15,-0.556617360081889,-0.10241967346290631,-0.4318940570190163,-0.08750713287248993,0.5484440611440233
16,-0.6441879926214825,-0.0209830667055996,-0.4033287858998422,-0.3975546740295857,0.7671815377940658
17,-0.6686966895510721,-0.08758558392573472,-0.37423801679260005,-0.1544713695662085,0.531556184109786
18,-0.5938946368138909,-0.2138485099118692,-0.5231250228553236,-0.17686084546704905,0.4954978973750891
19,-0.5552681364719856,-0.1955607621918762,-0.5640256930845573,-0.295603684383239,0.20856321901211344
20,-0.5893889664449351,-0.22550484378594424,-0.7271640530569163,-0.2087256653840383,0.5698442625541745
21,-0.45353156025977576,-0.11807654674978603,-0.5574209893093195,-0.10568428880321629,0.0331991389578999
22,-0.21258077174629847,-0.09950048848686704,-0.5869564991081604,-0.03275927508233095,0.8758232188714034
23,-0.3390555724006966,-0.22790947096657316,-0.5114690913948815,-0.21187134824468795,0.9119868301415153
24,-0.4917128968687541,0.06802283928564395,-0.2788492364719461,-0.2565041060426,0.011768701390001659
25,-0.5146026820923401,-0.2067144397926215,-0.5006915684053637,-0.24798286982566656,0.3496972935067909
26,-0.30830118817404895,-0.059212916350920006,-0.4852024807133749,-0.23950855125717524,0.7021842293801025
27,-0.5198034742557388,-0.10656763976694428,-0.38648397304813187,-0.22762663624874965,0.7307647887895372
28,-0.49792007039474695,0.04444338895774816,-0.3734846455408205,-0.21828948617154992,0.13874031145318383
29,-0.46000353861172066,-0.12805046342902346,-0.4969915650347678,-0.14480707877963508,0.1558260019821365
30,-0.40895416314886146,-0.1150582593774886,-0.4273764890458712,-0.14548377963038658,0.8949277818936819
31,-0.3754516259456301,-0.07070981320718697,-0.38235076140292795,-0.013359790138589761,0.2623848498572417
32,-0.44313935800434334,0.02579440170249167,-0.476026955229424,-0.31766722874639275,0.7798530928904822
33,-0.3865042696633818,-0.10851678099821713,-0.46721176815615045,-0.3252657306981039,0.26290852877930004
34,-0.6200789452947773,-0.08785426183124537,-0.5364414304017621,-0.0165427472654798,0.3023917148168887
35,-0.49998770670083864,-0.15205865166603283,-0.4559349723215295,-0.13254743510189831,0.2963758381685881
36,-0.4528034815128137,-0.055759663782467356,-0.3172180705863085,-0.2059279815898005,0.8419447630475155
37,-0.5321876471778896,-0.16071364667895827,-0.5483328989438377,-0.06544853033460232,0.5592013973061098
38,-0.5477158511723779,-0.13287419609213566,-0.3805251784511871,-0.09099701665139961,0.9315488799264997
39,-0.49738600837426344,-0.05059662585169607,-0.40688430915549073,-0.047186947735684354,0.17295249956527645
40,-0.34349040634316613,-0.3351956793196019,-0.5736259102798157,-0.13128149117280985,0.2723497912527585
41,-0.3768088502976239,-0.20537397354159487,-0.4187074052162064,-0.25391462988096924,0.39102010922233843
42,-0.31634325982559947,-0.1781068430794214,-0.47768464921291737,0.05440735544008689,0.19270779588747755
43,-0.5892369043290165,-0.1359100476377801,-0.5890827993506114,-0.1236123534641908,0.41320666503851794
44,-0.5468977518844428,-0.012808598223423687,-0.5448421442387468,-0.11222724881209287,0.44309194483291797
45,-0.7465669919146329,0.014110874682579946,-0.4814378764820953,-0.14882716915112748,0.08670856717960887
46,-0.6203325039290841,-0.06732920975014255,-0.5567713291016081,-0.048922960467107805,0.16469040822154798
47,-0.5194033104992163,-0.0219002723096495,-0.5014172173774498,0.05938289683678975,0.697099561863102
48,-0.3626016494513649,-0.14884635533926804,-0.379436505599933,0.06402695560141695,0.25101607304989837
49,-0.4000130073275737,0.03273925008649613,-0.46207389844659785,0.03789778199852259,0.48887414887931185
50,-0.4866094019963799,-0.017241583814040562,-0.39605163946521305,-0.24576299610504587,0.862756828588947
51,-0.48093159760803217,-0.06869874533891329,-0.39889878102733345,-0.08240242767549158,0.24665668329382362
52,-0.5841902315983533,-0.1477715061379947,-0.5499220239626584,0.027020740579632718,0.3182856653750631
53,-0.5325886130200135,0.09955621733428466,-0.4588382418522216,-0.12586621449461052,0.6759674150441529
54,-0.523295322067128,-0.02384969615304741,-0.4148867424290299,-0.0046695664352500305,0.9444955171298156
55,-0.3832580069386599,-0.3001177440758248,-0.4451193654687852,-0.2047226545276603,0.6426704737838839
56,-0.5216192802970792,-0.19848584206991948,-0.4448941125891782,-0.10493805646731516,0.5074044582672186
57,-0.42688639330290507,-0.05144934635687329,-0.3749669796840431,-0.08071222143509309,0.2687206899688261
58,-0.35039058649789523,-0.13241702202132477,-0.563273778975628,0.006330525593731567,0.9286513026580485
59,-0.5359010064759607,0.021204590403633233,-0.4910409009583799,0.002159687503936497,0.18012911058976924
60,-0.31117434255893767,-0.16851539664665233,-0.5696131175538138,-0.20102907301435638,0.19985216860654087
61,-0.5267902022798541,-0.15392620509329014,-0.4499292562327086,0.044218819472155516,0.5505362217703673
